@relation dwt_64

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a89 numeric
@attribute a90 numeric
@attribute a91 numeric
@attribute a92 numeric
@attribute a93 numeric
@attribute a94 numeric
@attribute a95 numeric
@attribute a96 numeric
@attribute a97 numeric
@attribute a98 numeric
@attribute a99 numeric
@attribute a100 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
63,118.677,151.001,11.861356,135.064563,-10.2535,12.23175,9.909766,0.604313,-42.985728,39.394687,28.147509,6.503924,-26.4645,19.336,15.336797,1.278781,-10.496293,16.572462,7.391637,-1.383211,-167.871,-134.88825,12.055762,-150.75725,-10.76675,10.5475,9.622093,0.012375,-39.636517,40.396657,27.424039,-7.414545,-22.1675,25.9275,15.487923,-1.617375,-18.644284,9.322496,7.801034,1.406877,-41.504,-0.48825,15.716657,-22.204625,-11.05875,6.54275,6.946318,-1.330375,-66.463795,66.636682,44.735076,12.343344,-38.916,32.2265,26.649682,2.349813,-14.017685,17.608373,10.743976,-1.687378,431.591,510.79175,28.22623,474.517875,-13.03775,-2.879,3.74855,-7.7205,-66.952052,59.177767,43.537076,9.437577,-47.169,46.632,25.78316,2.639688,-24.508321,20.308107,11.698501,-1.637615,439.94425,517.556,33.118481,486.029313,-27.09925,8.051,12.536142,-10.688437,-74.233484,90.010451,56.410728,16.569501,-47.903,41.212,34.507519,1.926031,-23.065823,20.781868,14.405359,-1.943505,3
64,129.15025,146.48425,6.979249,141.052188,-7.95875,4.9315,4.565806,-1.245312,-44.332413,41.811931,29.251298,-8.597137,-26.025,21.24,15.271744,-2.496406,-15.675143,12.360934,6.877183,-1.497586,-163.086,-144.8235,7.144293,-157.012688,-3.296,10.01,5.186726,1.190312,-41.984465,45.989871,29.438029,8.584232,-23.6815,25.3905,15.472456,2.401844,-12.498819,13.326842,6.660316,1.61196,-84.204,-22.1195,22.423785,-53.076125,-19.922,18.5055,15.48101,5.175625,-55.726378,66.636682,44.904473,-9.313569,-36.182,36.181,25.85444,-1.15975,-16.435283,16.29669,10.883894,-1.402723,463.86725,502.8835,16.923299,484.888688,-19.529,14.8935,13.173953,-4.478687,-61.669611,71.020037,47.653113,-9.272159,-47.365,41.358,28.806927,-4.297219,-25.964961,25.89425,12.17809,-2.73542,455.05425,544.848,34.768532,491.49275,-29.833,25.022,21.890223,6.46875,-74.820383,87.004186,58.646438,-4.834224,-45.997,57.2735,38.884394,1.62925,-22.51428,21.333412,14.552288,-1.043999,3
65,134.009,156.07925,10.435581,144.586188,-13.1595,18.57875,11.802051,2.166687,-34.595906,37.875821,27.876228,1.69604,-22.51,28.223,16.189406,1.144344,-14.501346,12.291637,7.289029,1.309849,-171.87525,-149.21925,10.886732,-160.693625,-16.82125,12.20725,10.955319,-2.88075,-36.908853,34.181542,27.09186,-2.321962,-30.469,24.2675,16.378836,-1.062,-10.56559,12.982481,6.401053,-1.113384,-96.46,-55.93225,15.282427,-76.84925,-16.6745,23.63275,17.516923,0.54325,-63.115291,67.706889,48.773528,1.385311,-31.299,38.281,24.329778,0.149625,-17.954148,16.84894,11.343771,1.447845,464.16175,496.94675,12.201754,484.356813,-23.14625,21.48675,18.469753,1.202562,-67.639713,86.319353,52.470014,3.275893,-38.6725,42.7235,23.81698,2.383094,-23.411598,27.824652,12.595845,1.969359,466.259,499.34225,11.863056,481.182313,-22.92425,24.92575,20.405238,-2.886687,-93.532903,86.454057,66.427326,0.202188,-45.7545,41.895,30.903143,0.582906,-24.373264,26.997337,15.808264,1.314313,3
66,112.4515,146.89925,13.439689,130.896,-14.03825,16.67475,12.336048,-0.231875,-33.421756,40.085883,27.646212,3.513172,-23.6815,28.6625,15.831814,0.586,-12.153044,13.327549,7.131767,2.300307,-162.06025,-127.4175,13.709055,-145.788688,-17.7245,16.01625,12.933705,1.196563,-42.087703,31.14275,27.951845,-3.711648,-30.908,22.0215,16.269949,-0.622406,-11.739387,12.083748,6.553882,-2.261526,-124.92675,-86.32875,14.708623,-111.11475,-9.76575,20.01975,11.780487,0.58,-64.875987,63.667541,47.462692,9.266104,-32.3725,38.8185,24.988114,1.75475,-17.194008,14.708528,11.099404,3.014661,445.385,505.2205,21.961695,478.983813,-26.372,31.2255,22.960024,-3.973438,-66.357375,58.03791,45.513435,4.709287,-42.28,66.502,31.320043,1.809719,-21.336947,35.426757,12.28057,3.679187,454.296,503.9765,20.164238,471.80775,-20.532,31.8375,20.770257,-3.741875,-73.472991,71.845585,55.879211,10.783644,-43.847,46.68,28.764949,4.470688,-20.438214,28.105373,13.853018,3.636827,3
67,121.14225,150.805,12.171299,138.0735,-0.24425,15.6495,6.621644,4.260125,-34.215836,36.943147,25.419007,-7.233437,-26.318,27.0025,16.704909,-0.952188,-12.291637,9.528971,6.679242,1.126377,-167.7495,-139.38,11.708766,-154.992813,-13.8915,3.49125,6.56547,-3.491062,-37.703287,34.45696,25.435712,6.741158,-26.172,23.145,16.107337,0.824094,-11.117133,12.153751,6.442152,-1.070228,-180.24925,-114.6975,26.998559,-149.621813,-0.9525,19.31175,8.154798,7.629438,-68.639209,59.075236,43.216846,-12.68006,-36.133,39.844,27.051664,-1.342844,-17.125419,14.846414,10.946067,1.471776,466.16375,533.44875,24.959091,506.37975,-10.39775,15.35875,10.106677,1.046,-68.120192,51.653443,41.277676,-13.771877,-51.1185,45.509,29.171476,-1.68125,-23.823842,19.540896,11.829254,0.990789,410.54725,472.8235,24.871259,445.690875,-3.6815,12.5,6.323921,6.104,-89.560377,65.772598,54.538649,-16.701951,-50.6375,42.7725,31.510089,-2.08775,-27.415944,25.412004,14.847283,1.670982,3
68,115.43,146.48475,13.410896,132.324375,-10.71725,5.688,6.524733,-0.622625,-35.458577,43.123968,27.036631,8.26051,-32.6175,26.4645,16.952755,0.353937,-16.780351,10.772065,7.247064,0.021478,-163.452,-131.7625,13.394248,-148.260313,-7.15325,7.471,5.329455,-0.298938,-42.122705,36.633435,27.053329,-8.005907,-25.8295,27.0995,16.191911,-0.509594,-12.706002,17.194716,7.615412,-0.213745,-217.261,-171.2895,18.481509,-185.498063,-15.1365,14.0625,12.569771,-1.452687,-63.044934,58.868054,45.455095,10.884627,-40.234,34.7165,26.647032,2.197219,-18.920763,16.711055,10.720114,0.163938,510.719,585.3725,27.39961,540.851063,-17.111,13.62025,12.728328,-5.048813,-60.62981,62.427629,44.947203,11.668278,-43.0185,37.99,26.547798,1.780656,-24.859753,36.802787,12.744909,0.635402,381.8355,458.80825,31.76973,429.526563,-33.2065,30.346,25.003465,0.401937,-76.12747,88.283342,58.409454,9.374778,-46.5315,42.087,33.462755,2.752344,-22.373566,26.657219,14.229152,0.203006,3
69,98.0715,127.54,10.885311,112.542813,-13.89125,16.577,11.513214,3.753562,-40.77602,32.075071,26.409514,-2.602374,-29.2965,21.777,16.436391,-0.241156,-10.496293,10.634179,6.130226,-1.97886,-142.84675,-118.0175,9.511777,-129.803375,-15.13675,11.865,10.937332,-3.766,-30.176135,39.878348,25.515322,2.395324,-20.41,27.1485,15.827122,0.466938,-11.946569,11.393612,6.561611,2.004648,-287.1085,-227.222,23.062813,-248.980313,-21.6555,23.70575,19.318379,3.753063,-64.18479,64.735626,49.153034,1.212644,-41.699,28.8085,25.203534,0.436156,-14.569935,16.503872,10.384953,-1.965691,511.7605,569.024,24.161605,537.084125,-28.44125,19.8705,19.747604,1.135375,-61.974374,60.381616,46.583005,2.390463,-56.592,43.945,28.945791,1.264125,-20.230325,21.962737,10.902937,-2.955132,416.40675,485.4935,32.154207,452.985313,-30.15075,11.3755,16.218575,-7.122813,-85.246672,95.571138,68.427139,2.085744,-46.2875,36.523,29.45057,2.041219,-23.688077,25.413418,14.8635,-2.104239,3
70,102.93025,130.63925,10.669678,113.208,-13.33025,9.69225,9.583565,0.46375,-41.983758,39.94729,29.510387,-3.745987,-28.5155,19.043,14.909916,-0.54325,-10.634179,13.879799,6.681283,-2.188142,-148.9255,-122.68,10.734722,-131.048375,-11.9875,13.5495,10.340233,0.127875,-38.497368,42.191647,28.849782,3.603858,-22.314,28.516,14.79943,0.10075,-14.293456,11.946569,7.188983,2.034965,-315.7485,-247.949,26.904149,-293.713625,-14.64675,19.1135,12.986727,7.128,-61.009527,68.568498,47.312081,-8.753275,-38.6275,32.765,26.397457,-1.41,-17.332601,16.503872,10.90834,-3.318761,521.7745,557.15225,12.748406,539.794313,-2.7785,7.4235,3.739913,3.270438,-66.570568,74.922913,49.278064,-12.136029,-44.2405,35.94,25.990063,-5.267344,-23.334524,34.803796,13.338891,-2.65481,385.9405,446.532,24.387645,409.16125,-10.98725,21.4855,12.665977,7.3675,-77.37127,87.350668,61.423823,-11.501622,-51.759,52.394,39.599441,-1.97475,-22.580748,28.17467,15.001472,-3.89554,3
71,94.21375,114.38,9.272217,103.46675,-11.328,8.1785,8.659477,-2.404875,-40.292359,39.153917,26.008742,7.190215,-23.9255,23.7795,15.514298,0.970437,-16.434576,13.326842,7.384663,-0.379805,-132.2515,-112.2065,9.090253,-121.215875,-8.276,10.498,8.0708,2.74675,-38.428425,42.122351,26.091004,-6.75013,-26.5625,25.0975,16.255675,-1.184125,-12.912477,15.467961,6.934984,0.341002,-372.09175,-312.2065,21.314445,-343.059563,-12.03475,9.324,9.758886,-1.348813,-53.686729,66.877806,42.5022,13.997223,-33.594,38.087,26.451122,2.670656,-16.91753,16.779644,11.263332,-0.144095,518.847,577.03175,22.727502,549.055813,-22.292,14.875,14.624275,-3.458312,-52.028917,67.258936,43.668153,13.401574,-37.1075,36.425,26.201786,1.151156,-22.790052,19.332299,13.369193,-0.308055,350.04575,440.91525,35.811912,410.375813,-27.04825,18.01675,17.491945,-7.250313,-71.439352,86.799479,54.447962,17.737729,-44.5795,51.8575,33.979099,3.028219,-25.89425,31.211693,15.6964,-0.289671,3
72,65.01475,103.51575,15.471969,90.649563,-6.71375,10.6445,6.882872,3.942938,-33.5257,45.471916,27.526078,-4.911431,-22.3635,29.7365,16.734781,-0.695844,-12.843888,12.912477,6.931141,0.703417,-120.2635,-81.812,15.401942,-107.293688,-11.3285,5.07825,6.606393,-4.364187,-43.918049,34.353722,27.150792,5.623311,-29.981,20.1175,16.424259,0.851406,-11.600794,10.841361,6.175743,-0.571851,-411.7925,-369.2835,16.614544,-388.677875,-9.17825,18.6005,12.512084,4.070625,-60.355453,68.501323,47.275259,-7.315285,-33.058,39.3055,25.519445,-1.736312,-17.194716,16.365986,11.521686,1.245082,501.5615,580.54275,29.16872,549.04075,-26.37225,22.565,19.952165,6.9995,-59.248124,78.449255,48.063698,-5.310902,-37.795,46.97,27.099783,-0.962188,-26.997337,21.686965,12.932782,1.111218,439.058,523.63025,31.354481,473.662,-36.6445,28.9985,23.547678,-2.5215,-76.1653,82.516533,62.332969,-7.841726,-44.3335,43.695,32.497324,-3.707875,-25.413418,20.025264,15.178202,0.809195,3
73,74.70675,115.79575,17.184319,91.394,-14.30675,20.53175,13.049109,-1.18425,-40.569191,38.70455,27.603081,-0.46616,-25.6345,31.934,16.03001,-1.019187,-11.67009,10.841361,6.407952,1.959349,-133.03275,-92.0895,16.978438,-108.227625,-21.36225,11.865,13.208894,1.19625,-38.083357,39.567221,26.955346,0.241565,-33.643,20.996,16.470128,1.068187,-9.667564,11.462908,5.865036,-1.82133,-438.8695,-389.5485,17.780685,-410.901188,-21.51,22.97525,17.52754,5.359562,-62.285501,68.051957,48.500064,0.78396,-35.9385,40.234,25.55891,-0.195969,-16.716004,14.708528,11.338491,3.025157,483.40275,539.35325,21.107171,505.201313,-13.42925,25.10025,14.377445,5.238437,-71.020744,85.180558,54.630478,-1.103573,-40.5795,63.475,29.22969,-2.087344,-20.301743,18.646406,10.752738,2.765959,447.56075,511.45075,25.475405,470.026438,-18.67575,44.849,23.47653,8.514937,-97.361179,82.963424,66.082534,-2.982532,-49.219,55.325,33.433766,2.640344,-24.584689,25.547768,16.038055,2.936902,3
74,61.572,106.4205,18.412015,88.989125,-13.37875,19.263,13.710231,2.380375,-41.777636,37.495751,27.700332,3.901462,-25.488,23.2425,15.017806,0.195375,-11.877273,17.470487,7.533364,2.313388,-121.5575,-78.711,17.354687,-104.821813,-20.1415,14.55075,13.503222,-1.367188,-37.427162,38.53237,27.117826,-3.797915,-25.0975,22.8025,14.480391,-0.689719,-19.197242,12.153044,7.675481,-2.274431,-477.392,-402.5405,27.095161,-445.49575,-20.021,28.1725,18.186472,-1.782625,-64.218377,55.589553,43.834123,10.315892,-34.9135,37.4025,25.082942,1.208812,-17.126126,14.849242,10.575686,2.356124,412.25875,488.965,30.474957,439.002625,-21.4865,34.8415,22.987904,-2.342875,-75.958471,57.972503,46.979848,8.509588,-44.869,38.918,27.476457,-0.153125,-18.22992,40.122653,13.691316,3.512553,382.985,480.15325,37.149076,419.862125,-28.884,36.15425,25.722591,-3.358875,-85.140606,82.278238,58.063144,17.228922,-47.706,57.082,38.82085,1.666125,-20.992586,27.066633,15.067421,1.950731,3
75,72.70525,98.315,10.092966,81.201125,1.22075,9.546,3.425822,4.69975,-43.986284,39.947644,28.252177,-7.181465,-27.5395,22.3145,15.873411,-1.855375,-14.9843,12.084455,6.883168,-0.565376,-114.429,-87.06125,10.257176,-97.363625,-10.61975,1.5135,4.454418,-4.577625,-39.325744,43.848399,28.415892,7.224687,-20.7515,25.488,15.531016,1.568563,-13.879799,15.951622,7.399574,0.5827,-482.25425,-430.6125,23.365397,-455.9375,-6.41675,14.42975,8.336724,5.573875,-66.673452,55.866739,43.16377,-11.881692,-40.571,33.1525,26.443714,-2.363375,-15.952329,14.983593,10.205072,-1.081255,344.677,436.7915,32.64788,389.575563,-1.412,20.48325,8.867459,13.490063,-80.067822,57.006949,45.643425,-10.090016,-50.778,31.3525,27.66595,-4.601531,-24.098199,18.780049,11.837125,-1.665701,460.25725,524.11825,23.467576,486.01125,-29.34575,6.8635,14.075111,-5.89425,-81.932816,75.304751,53.375988,-14.474476,-45.6085,48.73,33.478195,-0.274937,-22.580748,21.05764,13.410382,-1.446564,3
76,27.92975,69.8485,15.163078,51.477,-4.73625,13.89175,7.533476,4.9925,-42.537069,36.909206,29.180378,6.732629,-27.4415,22.217,15.714103,0.65925,-17.884852,12.498819,7.480259,-1.475953,-85.5955,-43.457,15.352169,-67.089875,-15.67375,4.688,7.511242,-5.2,-36.184068,40.39595,28.384787,-6.732717,-20.2155,24.609,15.131021,-0.518813,-12.981773,16.434576,7.857833,1.467423,-499.2885,-452.97625,17.91556,-469.309188,-16.4075,11.1085,10.623323,-3.148437,-61.527836,64.048672,46.731946,8.147505,-40.48,29.935,26.320325,1.630219,-14.573471,16.09375,10.849733,-1.851846,286.915,346.72825,22.297268,319.342625,-7.2265,24.16975,13.512589,9.81975,-66.431621,65.87725,47.852603,6.780093,-46.8745,33.691,27.977585,-0.461688,-21.337654,31.003804,13.03969,-1.45253,548.1905,646.5325,38.923682,581.29875,-40.921,6.7375,18.745052,-13.684625,-76.198534,83.554212,58.934007,7.708525,-55.952,46.7805,36.047807,2.388125,-23.895967,23.963849,14.519807,-1.579898,3
77,7.324,35.64425,12.075495,21.435688,-17.212,14.84375,12.035555,0.048813,-37.08174,35.14851,26.095199,-1.829771,-24.6095,20.361,14.80242,-0.189156,-8.976721,18.782877,7.165884,-1.743615,-50.1955,-23.535,11.881339,-36.517313,-16.064,18.50575,12.473964,0.152688,-34.871324,39.601869,26.722781,2.533431,-21.8265,23.828,14.931963,0.625656,-18.920763,10.496293,7.546479,1.7285,-507.22575,-473.485,13.776705,-491.075188,-16.26,13.16375,12.861688,0.392562,-59.421011,68.567437,49.419009,3.84149,-41.85,33.8345,26.050099,1.091719,-14.5664,17.747673,10.757365,-2.266167,240.91825,284.17875,18.215078,265.075813,-11.08525,29.906,16.807085,4.967437,-57.350249,70.124487,44.734873,0.008353,-43.897,39.99,25.900944,0.738156,-19.197242,20.7154,12.139425,-2.434016,553.7885,621.3845,24.494497,585.933563,-29.8305,26.858,23.115448,0.738938,-79.549513,90.803824,68.134967,7.849902,-54.5925,48.686,37.247975,3.836156,-23.688077,24.925514,14.061562,-2.307798,3
78,22.07,45.70325,8.914848,36.071625,-16.33275,15.332,12.361004,2.160875,-37.288569,35.873295,27.01636,-6.697981,-23.7305,21.2885,14.606451,0.305188,-12.843888,12.982481,6.93436,-0.949512,-62.69525,-37.10975,9.747634,-50.946063,-15.23425,18.89625,13.465714,-1.898188,-36.632374,39.429688,27.233913,6.762902,-24.414,22.4125,14.517678,-0.680531,-13.879799,10.496293,6.553876,0.96456,-525.09775,-482.51775,17.931662,-501.4475,-9.886,19.8235,11.260758,5.01275,-55.966795,65.325353,44.65473,-11.018933,-34.52,36.8705,25.776514,-1.688,-15.605847,17.264012,11.102179,-1.279863,249.1455,306.95675,21.561412,283.215125,-24.7565,24.31825,18.021402,4.529125,-51.029775,62.700926,39.891645,-9.93485,-30.8105,42.7245,23.646039,0.640937,-19.196535,16.158804,11.295971,-1.497652,493.527,578.687,37.449598,536.925125,-15.40875,28.78575,16.317573,2.44175,-88.45623,66.915282,55.785115,-23.303941,-42.53,47.07,34.261394,-4.381938,-24.444681,40.3263,17.003679,-1.394326,3
79,19.971,63.086,17.791535,41.906875,-10.42475,8.1055,7.122957,-0.378625,-28.484736,42.743898,22.658135,7.423207,-18.1635,25.5365,14.980732,1.098625,-14.985007,12.636705,7.417702,1.670186,-76.44075,-34.13075,17.448126,-55.5725,-6.03025,9.56975,5.836896,0.5675,-41.018204,29.244522,22.473505,-6.935657,-24.707,17.7735,14.801072,-0.77825,-12.29093,12.429523,6.593904,-1.555856,-534.24875,-473.635,22.046581,-505.65825,-17.017,8.744,10.346973,-4.400125,-60.87553,67.186104,43.736666,12.821967,-32.275,38.2765,26.525626,2.120625,-17.74838,15.742318,11.251845,2.346224,298.06975,364.86775,26.962901,320.2695,-17.25975,8.47225,9.725081,-5.49875,-58.866286,65.944425,40.292777,13.52987,-48.243,45.0675,27.824464,-1.2785,-24.444681,19.127946,12.010549,2.746889,456.17825,529.515,30.33794,485.179375,-25.18975,5.981,11.988284,-8.54375,-92.875647,94.814181,64.703041,19.904084,-51.0745,65.235,38.489804,1.6235,-26.311443,24.444681,15.597808,2.381845,3
80,24.26775,49.194,11.401474,36.65175,-5.95725,15.5515,8.307702,2.93575,-44.504947,43.537979,29.909922,-5.269713,-21.24,29.6875,16.548372,0.521875,-13.258252,11.255726,7.569762,1.706956,-63.2815,-39.258,11.106134,-51.324625,-18.311,5.664,9.362635,-3.875875,-44.297765,41.811224,29.644803,4.794714,-31.8845,19.922,16.494095,-0.363313,-9.944043,11.393612,6.904062,-1.637792,-554.95975,-512.86525,15.011553,-533.483938,-15.65,21.94375,15.342852,2.439687,-70.915386,63.459652,49.247468,-6.335279,-34.23,39.55,25.480106,-0.519781,-19.749492,14.84995,12.092699,2.383326,261.743,315.3555,19.652817,289.85575,-15.746,23.0215,14.315104,0.53675,-80.862964,62.598396,49.767214,-9.365541,-46.5345,45.4095,26.559801,1.714875,-28.173255,23.270177,14.331508,2.054631,375.31625,433.10475,23.332955,413.123188,-34.18175,27.88,25.837108,-2.124688,-77.479104,76.198887,57.24648,-7.08711,-44.1925,48.583,32.60549,-3.424594,-22.442862,22.718634,14.704084,2.606241,3
81,34.78975,46.338,4.880233,41.027688,-14.91775,12.57325,11.476771,1.269437,-36.805262,43.537979,29.504169,1.18268,-24.4625,33.1545,16.222024,0.421156,-12.498819,12.153751,6.896646,1.484593,-63.013,-47.143,6.548133,-56.036438,-12.647,13.745,11.13858,-1.800812,-43.607275,35.2171,28.83621,-0.772558,-32.6655,21.24,15.604351,-0.369344,-13.120366,12.498819,6.961204,-1.409109,-561.28,-511.79125,19.984696,-542.089688,-15.895,24.855,15.168035,2.697938,-66.110949,58.836941,49.016014,-2.906783,-39.845,38.4295,25.802236,-1.147719,-16.298811,14.912882,10.355628,1.68656,239.30625,294.0915,20.699142,262.591375,-28.955,22.65625,20.667193,-0.738125,-60.24868,58.731229,45.951171,-4.846333,-47.1675,43.6535,28.210366,-0.387625,-21.821315,28.242552,12.988681,1.9875,316.773,433.15325,41.894926,380.107813,-27.93,31.5685,22.059616,3.376312,-81.583152,77.719521,59.265956,-5.545352,-52.88,48.146,33.017635,-3.133344,-23.753838,21.752019,13.551068,1.529715,3
82,17.2365,39.3555,7.960856,29.754625,-15.25875,6.05425,7.645665,-3.900125,-41.155736,39.463983,27.480305,6.115501,-27.0015,22.901,15.555002,-0.430375,-14.086981,12.843888,6.923721,-0.429435,-55.29825,-31.3965,8.521776,-44.446063,-7.2025,12.6955,7.051159,2.929688,-39.913349,41.535806,27.749952,-5.791779,-20.41,24.072,14.903502,0.280719,-13.465434,15.054303,7.432338,0.362503,-573.8525,-522.4425,18.995457,-550.165625,-20.745,15.4075,13.398498,-4.324375,-67.882251,60.390455,44.314082,11.295589,-39.6,33.01,25.477925,1.633438,-15.747268,15.676557,10.378872,-0.066954,221.7285,268.9695,17.444138,244.830375,-29.6145,12.3785,15.805939,-4.1685,-74.233131,57.590312,45.768581,11.061271,-50.1955,31.982,24.917885,0.704875,-20.163857,20.508925,11.208388,-0.188002,352.2435,424.83125,27.127286,387.727188,-23.045,20.33725,17.585801,-6.037562,-74.407432,80.099288,55.879572,14.55681,-46.1425,58.737,36.930224,4.019719,-23.823135,23.823135,14.766556,0.178832,3
83,18.2375,40.38075,9.106603,29.93775,-4.321,7.37275,4.467687,-0.09175,-44.815721,26.10214,24.069817,-8.722339,-28.8085,22.852,17.726333,-1.681438,-9.736153,12.429523,6.705948,-1.987456,-56.9335,-34.96125,8.779165,-45.709188,-8.5935,4.2485,4.921472,-0.274438,-27.241289,45.091492,24.245303,8.782752,-21.875,26.9045,16.883921,1.211594,-13.396138,11.048543,7.139947,1.866651,-562.718,-522.0715,17.899237,-545.190438,-9.787,12.1865,8.344161,4.139563,-65.04746,60.492278,44.026697,-12.437522,-40.77,27.73,27.164706,-2.819406,-14.573471,16.09375,10.417981,-2.796453,213.89175,260.1315,19.692997,236.999625,-5.05275,17.4555,9.027807,4.37025,-77.548047,54.033918,44.249877,-10.047369,-47.9495,27.4415,27.769733,-5.419937,-21.199768,25.826368,12.420455,-2.317675,342.50375,438.88825,35.731536,386.070438,-18.45275,31.0035,19.276195,11.450187,-79.478449,85.935394,61.366781,-14.707247,-51.3205,39.7445,34.522431,-2.478094,-25.273411,28.036077,14.247518,-3.557034,3
84,74.9025,105.4925,13.034732,88.549625,-23.75475,10.00925,12.62248,-4.49225,-40.465246,36.460193,26.393608,3.737413,-28.9065,22.8515,15.733969,1.245125,-12.360227,10.841361,6.795982,-1.648708,-122.85175,-91.9925,13.54131,-105.3285,-11.0595,22.9985,12.315777,4.571625,-37.634344,39.70546,26.376341,-4.000987,-24.6095,29.297,16.008202,-1.046625,-11.67009,11.325022,6.999843,1.508436,-561.98475,-512.0095,18.902183,-538.230563,-15.283,16.48,13.671089,-1.207813,-57.763553,66.156203,48.569146,4.824987,-37.6,32.275,24.837852,0.573781,-15.881618,17.267548,11.261998,-2.313366,307.34875,343.23925,14.960911,327.056875,-38.54825,28.83225,27.109978,0.641375,-57.557785,65.254996,47.938727,2.428912,-45.654,63.869,28.691214,3.262313,-22.025669,23.688077,11.861955,-2.172939,219.06825,326.83175,40.202848,261.486813,-14.86825,35.2295,19.830374,10.876062,-79.860993,103.33906,65.603476,6.543168,-49.6585,44.336,35.387816,-0.035969,-26.379326,25.964254,15.97568,-2.529299,3
85,79.4435,90.18575,4.579436,85.065,-9.7165,10.742,8.245187,2.8625,-41.086793,45.540505,30.862968,0.806986,-26.367,20.4095,13.418264,1.16875,-12.912477,12.705295,6.970177,-0.494179,-106.05525,-95.75175,4.68634,-101.184063,-12.01175,10.645,8.931424,-3.308063,-45.817337,42.26059,30.721265,-0.345289,-23.34,27.148,14.12054,-0.939969,-11.807976,10.426997,6.442004,0.401349,-561.7725,-518.21925,17.417222,-531.930625,-17.77425,18.80125,14.944112,-2.056875,-56.69264,65.701887,48.569661,4.710038,-35.015,36.378,25.331584,0.98525,-16.29174,17.401898,10.826585,-0.111104,287.45325,346.55925,23.122405,312.226625,-12.98875,35.229,20.265401,0.299375,-70.469201,69.814774,50.991262,3.93169,-51.319,37.889,27.08675,0.662063,-25.687775,23.270884,13.135922,-0.368845,185.62125,273.97625,35.131348,219.318313,-28.78325,25.29275,22.216554,-12.481938,-79.825992,88.66518,64.855259,7.798636,-47.608,52.4435,36.28023,1.944344,-22.028498,27.416651,14.977591,0.390787,3
86,65.21025,100.83,14.020589,83.02625,-4.541,16.11325,7.34981,6.1095,-31.522467,40.741371,26.334961,-5.649341,-23.1445,30.029,16.130848,-2.334563,-14.501346,15.743732,7.840337,1.094071,-117.23625,-82.1775,13.657424,-99.511438,-15.72225,7.61725,8.438352,-4.418688,-40.327007,31.730003,25.669145,5.601921,-32.519,24.56,16.46346,2.325531,-14.224867,14.086981,7.096539,-1.083265,-531.75925,-484.3265,20.638194,-504.667688,-8.4465,22.949,12.173169,5.610813,-61.764363,63.870834,42.816415,-11.957839,-31.155,38.6215,25.475757,-1.864719,-16.991776,14.915003,11.348215,1.033061,299.82875,355.7125,20.49006,328.625438,-10.643,28.0045,16.32622,5.982937,-47.820571,65.981194,38.551782,-5.791691,-49.513,40.524,26.872694,-5.622094,-30.316496,25.759193,13.153656,1.605729,201.3175,266.649,23.547479,235.558375,-17.627,17.333,12.809561,-1.5505,-96.018383,79.755281,59.738851,-17.203024,-45.703,54.2475,36.254471,-1.891938,-22.649337,23.478066,14.921255,0.625657,3
