@relation dwt_32_ert

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute 7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
34,186.409965,210.785349,196.750694,-222.662622,-201.014548,-209.662906,-666.709771,-619.7897,-648.308201,11.074816,-151.226806,-131.408371,-140.048774,271.897407,351.032908,305.637449,0
35,182.404912,220.418265,199.184644,-235.022849,-194.834788,-212.900659,-674.654115,-640.020025,-659.356744,11.184468,-181.506179,-125.021075,-160.066083,286.848472,336.015021,301.762857,0
36,164.968366,185.891655,176.655868,-198.252589,-179.228235,-190.060845,-695.641045,-643.923255,-673.924028,12.36591,-224.146839,-172.978825,-199.304145,260.572738,321.028246,284.724766,0
37,181.921604,209.71479,194.307463,-223.353465,-195.66281,-207.954359,-672.168635,-634.32428,-653.721987,12.244128,-209.955913,-179.469711,-192.288143,297.275115,345.81835,314.590304,0
38,188.654321,215.964553,204.976556,-228.531962,-202.637004,-217.759632,-669.608909,-620.822076,-643.361105,12.209519,-214.203857,-176.742047,-197.328312,317.955867,364.951952,334.832827,0
39,168.179691,200.980253,184.044869,-214.790049,-180.885693,-197.216412,-689.05081,-651.453942,-673.711896,12.186832,-247.560559,-201.188143,-228.887018,285.53184,336.530855,309.270917,0
40,171.839322,204.812419,188.38624,-218.795809,-187.341578,-201.791393,-686.498154,-660.395307,-674.601966,12.492593,-254.427273,-221.387709,-237.73425,277.732098,325.69303,301.884303,0
41,187.963478,214.548925,201.938118,-225.355285,-201.395325,-213.746359,-678.963931,-644.71875,-661.169589,13.056931,-247.803097,-195.66175,-220.522475,299.450176,352.929722,324.558831,0
42,177.570776,210.854646,199.339942,-223.801771,-189.724528,-212.002722,-701.753983,-650.241254,-670.363745,11.36313,-269.89983,-206.01945,-224.968586,274.9065,348.237362,321.659074,0
43,182.438853,205.916919,195.62825,-216.793636,-194.696195,-207.134557,-690.496843,-651.757998,-668.842582,11.387066,-275.49057,-223.977487,-242.335747,275.286216,337.217103,313.277295,0
44,186.789327,208.748882,195.576543,-220.453267,-199.288147,-207.825135,-702.026219,-650.930683,-674.321775,11.654623,-257.157766,-203.187134,-231.389557,284.812005,353.519096,322.3843,0
45,170.872707,206.40058,186.064454,-216.620748,-184.06237,-198.002273,-707.82803,-651.683752,-680.233188,10.87712,-270.169238,-214.719692,-247.055685,283.118131,332.664749,311.334873,0
46,181.679774,212.718933,197.907079,-224.595145,-195.97323,-210.431354,-699.310929,-644.648039,-673.642953,11.334703,-275.938522,-211.061475,-246.451816,274.587948,337.153463,305.379355,0
47,181.369,201.601447,195.265681,-213.374421,-193.349157,-206.24484,-695.167283,-648.720974,-666.944884,11.164909,-271.826696,-228.186187,-244.275694,308.322598,349.063263,326.751038,0
48,179.780838,195.628516,190.949944,-208.299162,-192.451838,-202.421337,-684.139953,-652.348432,-667.210049,10.908854,-254.012201,-233.641516,-243.852845,302.348253,348.548489,325.629921,0
49,186.961861,219.313057,202.170933,-229.015269,-199.59892,-214.298698,-691.020102,-646.613796,-667.322302,12.434969,-254.186857,-195.490276,-227.834755,297.690541,360.178981,336.721598,0
50,183.129696,212.373865,196.387948,-222.627974,-196.04288,-207.644028,-681.078181,-651.033213,-670.284196,11.04134,-251.077001,-217.966726,-237.717544,298.243145,374.233082,326.803453,0
51,172.253687,212.960764,189.801779,-226.218662,-184.613913,-200.729407,-686.978987,-662.120648,-674.479107,11.356282,-267.618703,-205.329314,-240.513444,301.624529,341.673643,320.657457,0
52,175.395362,221.005164,201.644492,-235.162502,-188.273898,-214.324861,-692.985859,-650.308429,-673.459989,11.789734,-264.995691,-210.924296,-234.298595,307.836109,331.874557,315.350179,0
53,189.171924,205.606499,198.519787,-218.001728,-200.185819,-210.578344,-700.686252,-640.953406,-667.073047,11.824818,-236.264882,-205.053895,-223.85392,288.159448,358.871541,327.011607,0
54,182.646389,202.533413,192.313511,-216.793282,-193.867113,-204.441276,-699.611449,-656.074885,-674.822053,12.273058,-257.571777,-229.260282,-242.084371,296.477145,341.15993,310.574645,0
55,186.444259,204.639531,198.191778,-215.619131,-198.942725,-209.248983,-692.466135,-652.758554,-675.45403,11.90676,-235.644395,-201.116725,-214.125192,280.702654,331.282709,312.398185,0
56,164.795478,200.081874,182.344012,-211.614079,-177.328946,-193.694932,-701.510031,-660.840784,-684.973455,11.800697,-249.177712,-209.749085,-231.310715,249.316305,293.201473,273.235429,0
57,153.367572,224.0086,189.327134,-235.023556,-163.484148,-200.704128,-705.551146,-661.392328,-685.060076,12.847657,-259.740827,-160.825073,-213.779593,234.951431,325.96668,279.337761,0
58,177.432537,188.792207,183.80295,-200.773425,-187.37658,-196.586557,-729.896833,-674.548049,-695.169935,11.365581,-229.326043,-204.882069,-216.111366,220.003547,277.214496,257.205761,0
59,166.315404,181.334706,177.173913,-194.143945,-177.502187,-187.954816,-702.963135,-660.702899,-680.055527,11.086556,-235.472215,-194.799079,-209.430179,257.535361,297.549826,278.06983,0
60,170.182217,178.226971,175.53369,-189.966005,-181.472238,-187.359079,-721.637826,-667.989634,-696.859036,11.456151,-212.612867,-197.421738,-206.676617,242.27034,288.329154,265.180688,0
61,158.684661,197.527451,175.904921,-207.678322,-168.213986,-186.720296,-717.635601,-675.304654,-697.955936,11.014951,-229.847534,-160.963666,-199.582126,228.046887,296.688217,250.905086,0
62,169.526022,197.768574,183.474676,-210.716053,-180.712805,-195.170841,-702.478767,-671.298894,-685.532953,11.315583,-200.945605,-164.448996,-179.789147,203.052783,267.822704,232.390909,0
63,169.31884,201.877572,189.24944,-212.270627,-181.541534,-199.961401,-700.134708,-664.814725,-682.801753,11.065032,-174.739874,-122.017639,-146.263889,211.961622,290.163035,256.766471,0
64,179.055347,203.361789,192.94372,-214.618222,-188.92974,-203.405453,-692.261074,-657.418388,-673.545726,11.410024,-151.226452,-111.038039,-126.264346,228.012946,271.793108,244.16353,0
65,168.76659,192.900498,182.732479,-208.195924,-178.98605,-194.359436,-707.216383,-647.822949,-675.22864,12.707846,-157.614809,-90.943832,-125.616813,189.172631,266.130951,230.189685,0
66,169.077363,187.307637,176.215783,-198.90843,-181.402941,-188.300149,-702.754539,-655.728402,-684.310542,11.716691,-131.512669,-88.077221,-106.687652,213.20118,247.935326,231.518869,0
67,154.886791,180.609214,166.651898,-191.761349,-167.696384,-177.847255,-704.373813,-662.049937,-684.794027,11.717332,-120.463418,-90.322285,-105.858923,196.768725,247.696677,223.320408,0
68,145.047046,186.99651,167.748002,-198.287237,-158.201,-179.409342,-702.616653,-653.865176,-679.941506,12.812059,-129.854857,-62.527685,-101.283942,190.861202,255.4996,214.979995,0
69,152.159126,178.50345,165.227609,-189.897062,-160.997961,-175.404289,-689.464467,-659.423035,-675.109315,12.046115,-114.283659,-70.745326,-94.396015,169.21631,246.313576,214.550163,0
70,141.04164,188.032067,169.75044,-200.150817,-152.71173,-181.057697,-688.630081,-654.3849,-669.557643,12.016991,-118.598778,-75.716994,-95.232965,175.6379,200.496946,186.401214,0
71,154.645314,190.173187,173.893821,-201.428913,-168.24828,-185.399686,-693.021214,-637.881027,-663.975035,11.920509,-93.153187,-67.11999,-81.06007,169.215602,224.355082,198.624262,0
72,161.447327,190.034947,170.190703,-202.050106,-173.979734,-182.248995,-694.269258,-652.588848,-672.469156,11.690534,-109.933184,-81.310562,-95.215994,156.578897,206.296636,181.239777,0
73,155.542986,176.741694,164.182858,-191.554166,-167.350962,-176.621397,-688.845749,-631.216546,-663.853943,12.532389,-106.859745,-57.556017,-86.808494,155.026798,218.072792,183.208892,0
74,155.093973,178.502743,169.880018,-191.657758,-164.589003,-180.566081,-663.117668,-639.433127,-650.853785,11.083046,-82.552949,-57.590665,-73.308854,181.023932,221.558121,195.464202,0
75,165.624561,189.482697,179.841031,-202.637358,-179.262176,-191.7267,-658.532081,-636.813296,-646.118821,10.83288,-82.311472,-41.949463,-65.790718,174.358744,243.206549,209.515916,0
76,161.723099,184.165254,171.839322,-192.624726,-175.18818,-183.33679,-668.021454,-630.219525,-648.240142,11.559027,-104.51215,-22.304623,-65.264188,161.343029,262.09231,222.687813,0
77,151.917649,182.680683,167.704957,-191.588461,-165.417732,-178.882901,-678.695231,-616.855207,-651.60597,10.990728,-110.865504,-54.034272,-83.062596,147.256401,241.065783,186.876743,0
78,153.886235,180.230205,167.135648,-191.692406,-165.866745,-177.959243,-673.547493,-628.317408,-651.735017,10.894363,-102.613568,-30.521557,-73.818236,146.324081,243.517676,192.563473,0
79,155.335803,180.7471,170.78644,-193.141975,-167.937861,-181.541446,-661.219087,-613.400991,-636.265288,10.058382,-85.315615,-55.691023,-69.355331,179.747251,224.976275,200.980695,0
80,154.817848,175.913318,162.301336,-185.097928,-165.244491,-173.306922,-650.280145,-613.227749,-632.494641,11.381207,-105.582356,-69.052866,-88.180989,168.938063,210.681051,193.832111,0
81,152.746378,173.117064,164.476661,-185.580528,-164.070694,-176.163545,-660.186711,-606.948641,-629.239299,12.178553,-107.861715,-62.769869,-80.844402,173.56537,231.361803,199.891928,0
82,144.252965,183.44047,161.222733,-193.763875,-155.990938,-172.150096,-651.24181,-596.692057,-630.7419,11.42855,-102.060964,-42.329887,-80.093455,169.076656,245.074018,199.816002,0
83,147.635764,186.617147,167.14378,-199.806102,-158.857902,-179.616701,-666.985542,-605.735953,-642.741503,11.961568,-126.851421,-67.845128,-109.48426,131.512669,197.596394,159.453286,0
84,189.793117,217.104056,200.168672,-230.155126,-198.735543,-212.304745,-656.658248,-629.523025,-642.884692,12.367682,-151.019977,-86.385821,-115.569709,94.395927,192.277537,139.099306,0
85,199.115613,223.837126,211.277761,-232.259475,-209.542609,-221.703874,-643.060584,-621.302909,-633.055024,12.189186,-122.569889,-72.98933,-99.549056,125.504736,161.100845,146.004911,0
86,193.48775,232.710256,216.499745,-243.55091,-205.984448,-227.97927,-633.079772,-616.066783,-625.098304,12.139726,-117.114561,-95.880851,-104.132434,141.73213,156.197413,146.004115,0
87,195.11056,210.163449,203.008236,-220.521503,-206.953184,-215.722104,-649.304337,-599.905858,-620.116737,12.610869,-126.609237,-67.36182,-94.102478,110.657969,180.470621,150.199733,0
88,193.971411,220.729039,205.960495,-231.604341,-206.193398,-218.846809,-655.219286,-595.999093,-627.171011,11.983414,-124.054107,-64.841338,-99.747665,86.109342,165.933566,125.14146,0
89,179.711188,219.969606,204.605148,-231.431807,-192.037474,-216.292209,-648.16236,-590.787716,-625.697577,11.852518,-123.329322,-56.38222,-92.065568,96.364159,187.617703,129.46639,0
90,197.112379,238.651014,222.490618,-249.904972,-207.885505,-233.970939,-650.796333,-600.902878,-620.419025,11.37673,-115.975412,-64.357677,-88.077663,71.746236,142.869511,116.587413,0
91,205.260371,256.151199,238.527358,-268.514961,-218.03673,-249.695403,-639.571013,-583.465625,-604.018567,11.182107,-111.728528,-46.955779,-66.860658,100.230618,131.202603,119.324534,0
92,215.308712,248.00745,230.665391,-262.538848,-227.808238,-243.067779,-620.065472,-582.882262,-599.790069,11.34204,-79.65275,-33.007391,-57.599151,111.210926,153.469749,135.163638,0
93,226.945214,249.593845,236.681102,-259.778657,-239.791223,-247.556581,-618.509837,-569.585119,-598.165491,11.039799,-57.487428,-26.585801,-46.611242,102.475329,171.838969,129.0781,0
0,93.153187,156.820374,132.522152,-167.247724,-103.9599,-142.336618,97.157886,125.125373,108.59525,11.771317,64.219438,132.61717,95.958368,209.126123,246.591116,233.149369,0
1,122.915311,144.114019,130.58848,-153.816231,-132.548227,-139.988493,77.305156,143.941485,111.348458,11.09979,54.172158,119.393212,87.455939,210.891769,285.984741,249.395766,0
2,106.480382,138.106793,120.248016,-148.326961,-118.771665,-130.50239,94.499518,129.06113,112.677908,11.135401,54.380047,116.803787,83.243881,214.720399,295.897671,251.718082,0
3,109.103748,149.776884,130.329414,-160.272823,-117.701459,-140.584142,123.29432,154.921439,143.475501,11.530104,65.531474,129.924154,101.232235,223.386346,297.103288,259.986104,0
4,109.001217,142.249732,129.604718,-155.853406,-120.463772,-141.067538,166.280402,195.490276,183.233199,10.553462,108.828683,165.728152,141.628627,264.300958,325.032946,300.67462,0
5,107.136223,138.244679,127.636398,-147.946891,-117.873993,-137.960069,186.651795,216.311743,202.525458,9.937286,112.038948,164.968366,143.406647,280.012871,322.200276,304.481329,0
6,112.211482,130.200279,121.637481,-139.073408,-122.086228,-131.632877,178.744573,233.57328,208.886679,11.353466,111.555641,169.802148,139.021789,266.407783,308.840907,292.129323,0
7,104.685038,133.584138,118.046881,-142.83663,-117.459629,-129.000319,180.781395,244.275341,205.985862,10.928448,129.9238,193.140914,157.674117,266.303485,329.760308,292.016097,0
8,113.696406,131.374076,119.324004,-142.526211,-123.985871,-129.164456,206.468109,241.793043,222.248876,11.266167,150.536316,179.882308,165.666545,277.35415,318.059459,299.526897,0
9,88.975953,132.859354,115.457544,-141.870015,-101.232589,-125.936071,200.324765,250.940176,228.816572,11.504948,139.245942,197.665337,176.70731,240.132756,327.24124,283.032836,0
10,100.611042,128.266695,114.714994,-136.242153,-110.277899,-124.580724,219.107289,236.335592,226.927271,11.246581,155.64693,202.359112,179.478197,252.460809,301.249409,276.533817,0
11,105.789538,161.481622,129.475141,-173.185654,-118.115824,-139.876328,217.65666,256.154381,238.026727,11.852951,171.666435,194.833728,182.603255,242.100634,301.349818,270.844171,0
12,133.860263,153.02215,141.197027,-165.003014,-144.805216,-151.77941,188.066009,236.787434,206.772519,11.39158,144.59768,189.896708,162.474046,206.364871,258.016547,225.494054,0
13,122.915311,138.347917,128.042366,-151.503285,-131.788441,-139.31515,169.630674,213.271183,188.904284,11.200823,145.494998,181.195406,157.312255,166.00357,224.97274,192.105268,0
14,128.819653,146.807742,138.141707,-158.857195,-142.905927,-150.467285,185.479058,225.804651,209.016964,12.447074,172.945237,177.500419,174.972954,165.865331,207.023541,188.964565,0
15,120.429477,161.861338,142.025491,-174.359804,-131.304426,-153.315776,194.247183,221.109462,207.763794,12.26673,156.233122,198.668014,181.196201,157.786989,221.486704,188.653349,0
16,120.049407,149.052099,138.141265,-159.824517,-133.549136,-150.104981,198.562655,214.722166,206.919243,11.400924,174.531985,202.60377,191.511652,151.365399,202.362647,178.529436,0
17,115.353865,153.643343,138.305225,-165.14196,-129.406198,-151.399694,184.717504,259.020285,224.432864,11.116969,133.687376,240.168111,193.556516,122.051934,194.456133,162.129597,0
18,110.38149,144.770568,123.424428,-154.852142,-121.154615,-133.445899,200.738776,253.838607,225.156676,10.661864,174.946349,220.901926,201.817645,132.443929,191.828524,158.088747,0
19,113.005917,126.989307,119.600483,-136.311096,-126.471351,-130.916843,186.202782,262.296311,219.381912,10.924334,196.767311,231.743287,213.771815,114.214716,202.569122,157.183297,0
20,115.457456,133.341954,125.625475,-141.144877,-126.367406,-135.905658,208.16269,244.693595,232.003503,10.989577,191.520932,228.256544,212.537737,124.848187,179.469711,156.656591,0
21,125.401145,152.745671,136.786006,-161.964222,-135.724904,-146.988761,214.482457,240.065227,227.550498,10.230481,185.269755,257.708602,221.592239,118.978848,192.589724,164.078825,0
22,117.632163,144.736273,133.160846,-156.509601,-128.99148,-143.199199,204.329818,240.202052,223.560117,11.69724,179.400061,225.563528,199.702511,93.221776,157.890934,130.174204,0
23,119.980111,144.908453,132.418473,-155.059325,-130.683233,-143.130345,194.903024,240.962899,213.823345,11.520905,168.179691,225.52994,198.140247,98.435628,151.399694,121.007802,0
24,117.701106,143.423529,128.767062,-155.266507,-127.369023,-139.574128,185.928071,226.876271,201.265129,11.085376,172.598755,196.180766,183.82876,107.515586,133.618079,119.652367,0
25,129.958448,149.569348,138.089381,-159.616981,-137.346653,-147.584057,164.69224,234.989968,202.611107,12.197557,149.397167,213.927378,181.618963,81.275561,143.665713,113.791336,0
26,152.71173,187.100101,170.372076,-196.525834,-162.620064,-180.626273,165.279846,214.961876,193.289406,11.606623,136.311449,220.523271,179.599377,64.046904,131.270485,99.600851,0
27,142.698745,176.328036,161.956179,-185.822359,-156.405656,-172.374514,162.828307,201.704331,185.528202,11.884913,131.580905,193.969997,167.833916,60.905228,127.057543,101.844855,0
28,145.357466,164.105342,153.592078,-176.604515,-156.820021,-164.56284,165.346668,201.048843,179.840235,11.923167,157.855578,187.272635,170.363679,59.903965,129.61338,94.482459,0
29,155.611575,166.867654,161.904472,-178.779222,-168.31793,-172.823615,163.657036,187.791298,174.990102,12.153514,162.483946,200.186526,177.450303,84.693361,118.806314,98.461526,0
30,139.660307,163.58774,152.668508,-174.463395,-148.740972,-162.465561,159.479096,201.323907,179.762984,13.044195,154.058415,198.112228,180.401678,82.760485,138.832638,107.352333,0
31,135.034061,161.688451,148.671941,-172.115801,-144.873805,-159.556435,150.363782,201.428559,181.739259,11.504144,153.126095,201.463561,180.609479,88.491939,143.182759,121.525316,0
32,144.770214,177.259649,163.086578,-189.827765,-156.578897,-173.444897,167.662442,197.078438,184.588457,11.385481,172.287981,211.957379,191.225804,79.756695,134.205332,103.985797,0
33,135.240889,162.413235,151.062757,-174.566633,-148.603793,-161.343383,149.914769,181.403649,167.566541,11.632071,124.365234,194.143945,160.825515,42.882137,103.096876,76.26951,0
34,144.010074,160.963313,151.623846,-169.00842,-154.127358,-161.222467,148.982449,190.380723,166.850242,10.864818,140.074671,178.537391,160.669952,53.481668,101.197587,76.295231,0
35,138.245386,166.280756,151.166614,-178.054437,-148.326608,-161.843926,140.040023,178.399505,159.280222,10.879598,152.504548,186.616793,169.802059,58.799464,88.630178,74.120435,0
36,131.995623,157.959877,144.494354,-169.940387,-141.73213,-154.02359,131.995623,187.755589,160.877046,11.125336,141.559242,184.511029,163.509869,36.770613,107.240168,75.190465,0
